# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  142       5.534295204988e-10       1.509368416761e-13      -6.050322100322e-12       8.453226208417e-16       3.903836973402e-12       6.663084969667e-13      -4.343632484856e-15 
  143       5.580025937171e-10       1.507800085498e-13      -6.079047074940e-12       8.581588995316e-16       3.826449539152e-12       6.564750099853e-13      -4.286157144650e-15 
  144       5.625605407152e-10       1.505583233273e-13      -6.104911307058e-12       8.711199789777e-16       3.751113939605e-12       6.468765553488e-13      -4.229628813033e-15 
  145       5.671020910246e-10       1.502723352404e-13      -6.127862061541e-12       8.842065575574e-16       3.677784567764e-12       6.375018721505e-13      -4.173834811724e-15 
  146       5.716259205592e-10       1.499226878756e-13      -6.147847837204e-12       8.974193304664e-16       3.606406169707e-12       6.283381682178e-13      -4.118546018399e-15 
  147       5.761306504955e-10       1.495101209463e-13      -6.164818406407e-12       9.107589895111e-16       3.536913626555e-12       6.193710869340e-13      -4.063516547347e-15 
  148       5.806148461528e-10       1.490354720642e-13      -6.178724854653e-12       9.242262229016e-16       3.469231736439e-12       6.105846740614e-13      -4.008483430119e-15 
  149       5.850770158737e-10       1.484996785113e-13      -6.189519620181e-12       9.378217150443e-16       3.403274996467e-12       6.019613445630e-13      -3.953166296182e-15 
  150       5.895156099042e-10       1.479037790120e-13      -6.197156533562e-12       9.515461463351e-16       3.338947384690e-12       5.934818494253e-13      -3.897267053575e-15 
  151       5.939290192745e-10       1.472489155043e-13      -6.201590857298e-12       9.654001929517e-16       3.276142142069e-12       5.851252424807e-13      -3.840469569554e-15 
  152       5.983155746785e-10       1.465363349120e-13      -6.202779325413e-12       9.793845266467e-16       3.214741554441e-12       5.768688472294e-13      -3.782439351255e-15 
